sat,channel,Unnamed: 0,epoch,snr
G21,1C,3924,2024-05-10 18:00:50,44.875
G28,1C,3928,2024-05-10 18:00:50,34.688
G31,1C,3932,2024-05-10 18:00:50,43.375
E04,1C,4734,2024-05-10 18:01:00,51.938
E10,1C,4738,2024-05-10 18:01:00,52.313
E11,1C,4742,2024-05-10 18:01:00,48.125
E12,1C,4746,2024-05-10 18:01:00,50.375
E19,1C,4750,2024-05-10 18:01:00,49.625
E33,1C,4754,2024-05-10 18:01:00,45.625
G02,1C,4680,2024-05-10 18:01:00,48.25
G03,1C,4684,2024-05-10 18:01:00,50.063
G04,1C,4688,2024-05-10 18:01:00,50.313
G09,1C,4692,2024-05-10 18:01:00,45.875
G17,1C,4696,2024-05-10 18:01:00,46.75
G19,1C,4700,2024-05-10 18:01:00,44.313
G21,1C,4704,2024-05-10 18:01:00,44.813
G28,1C,4708,2024-05-10 18:01:00,34.875
G31,1C,4712,2024-05-10 18:01:00,43.188
E04,1C,5514,2024-05-10 18:01:10,52.0
E10,1C,5518,2024-05-10 18:01:10,52.375
E11,1C,5522,2024-05-10 18:01:10,48.125
E12,1C,5526,2024-05-10 18:01:10,50.438
E19,1C,5530,2024-05-10 18:01:10,49.688
E33,1C,5534,2024-05-10 18:01:10,45.875
G02,1C,5460,2024-05-10 18:01:10,48.375
G03,1C,5464,2024-05-10 18:01:10,50.188
G04,1C,5468,2024-05-10 18:01:10,50.375
G09,1C,5472,2024-05-10 18:01:10,46.063
G17,1C,5476,2024-05-10 18:01:10,46.875
G19,1C,5480,2024-05-10 18:01:10,44.563
G21,1C,5484,2024-05-10 18:01:10,45.0
G28,1C,5488,2024-05-10 18:01:10,35.438
G31,1C,5492,2024-05-10 18:01:10,43.125
E04,1C,6294,2024-05-10 18:01:20,52.0
E10,1C,6298,2024-05-10 18:01:20,52.375
E11,1C,6302,2024-05-10 18:01:20,48.25
E12,1C,6306,2024-05-10 18:01:20,50.5
E19,1C,6310,2024-05-10 18:01:20,49.625
E33,1C,6314,2024-05-10 18:01:20,45.813
G02,1C,6240,2024-05-10 18:01:20,48.375
G03,1C,6244,2024-05-10 18:01:20,50.125
G04,1C,6248,2024-05-10 18:01:20,50.375
G09,1C,6252,2024-05-10 18:01:20,46.125
G17,1C,6256,2024-05-10 18:01:20,46.688
G19,1C,6260,2024-05-10 18:01:20,44.5
G21,1C,6264,2024-05-10 18:01:20,44.75
G28,1C,6268,2024-05-10 18:01:20,34.875
G31,1C,6272,2024-05-10 18:01:20,43.125
E04,1C,7074,2024-05-10 18:01:30,52.063
E10,1C,7078,2024-05-10 18:01:30,52.375
E11,1C,7082,2024-05-10 18:01:30,48.375
E12,1C,7086,2024-05-10 18:01:30,50.563
E19,1C,7090,2024-05-10 18:01:30,49.75
E33,1C,7094,2024-05-10 18:01:30,46.0
G02,1C,7020,2024-05-10 18:01:30,48.438
G03,1C,7024,2024-05-10 18:01:30,50.25
G04,1C,7028,2024-05-10 18:01:30,50.438
G09,1C,7032,2024-05-10 18:01:30,46.25
G17,1C,7036,2024-05-10 18:01:30,46.813
G19,1C,7040,2024-05-10 18:01:30,44.625
G21,1C,7044,2024-05-10 18:01:30,44.875
G28,1C,7048,2024-05-10 18:01:30,34.625
G31,1C,7052,2024-05-10 18:01:30,43.125
E04,1C,7854,2024-05-10 18:01:40,52.0
E10,1C,7858,2024-05-10 18:01:40,52.375
E11,1C,7862,2024-05-10 18:01:40,48.375
E12,1C,7866,2024-05-10 18:01:40,50.438
E19,1C,7870,2024-05-10 18:01:40,49.688
E33,1C,7874,2024-05-10 18:01:40,45.813
G02,1C,7800,2024-05-10 18:01:40,48.438
G03,1C,7804,2024-05-10 18:01:40,50.188
G04,1C,7808,2024-05-10 18:01:40,50.375
G09,1C,7812,2024-05-10 18:01:40,46.188
G17,1C,7816,2024-05-10 18:01:40,46.75
G19,1C,7820,2024-05-10 18:01:40,44.375
G21,1C,7824,2024-05-10 18:01:40,45.0
G28,1C,7828,2024-05-10 18:01:40,34.75
G31,1C,7832,2024-05-10 18:01:40,43.375
E04,1C,8634,2024-05-10 18:01:50,52.0
E10,1C,8638,2024-05-10 18:01:50,52.375
E11,1C,8642,2024-05-10 18:01:50,48.25
E12,1C,8646,2024-05-10 18:01:50,50.563
E19,1C,8650,2024-05-10 18:01:50,49.688
E33,1C,8654,2024-05-10 18:01:50,45.75
G02,1C,8580,2024-05-10 18:01:50,48.375
G03,1C,8584,2024-05-10 18:01:50,50.125
G04,1C,8588,2024-05-10 18:01:50,50.375
G09,1C,8592,2024-05-10 18:01:50,46.125
G17,1C,8596,2024-05-10 18:01:50,46.688
G19,1C,8600,2024-05-10 18:01:50,44.375
G21,1C,8604,2024-05-10 18:01:50,44.813
G28,1C,8608,2024-05-10 18:01:50,34.375
G31,1C,8612,2024-05-10 18:01:50,43.375
E04,1C,9414,2024-05-10 18:02:00,52.0
E10,1C,9418,2024-05-10 18:02:00,52.375
E11,1C,9422,2024-05-10 18:02:00,48.438
E12,1C,9426,2024-05-10 18:02:00,50.563
E19,1C,9430,2024-05-10 18:02:00,49.688
E33,1C,9434,2024-05-10 18:02:00,45.875
G02,1C,9360,2024-05-10 18:02:00,48.375
G03,1C,9364,2024-05-10 18:02:00,50.125
G04,1C,9368,2024-05-10 18:02:00,50.375
G09,1C,9372,2024-05-10 18:02:00,46.188
G17,1C,9376,2024-05-10 18:02:00,46.75
G19,1C,9380,2024-05-10 18:02:00,44.313
G21,1C,9384,2024-05-10 18:02:00,44.75
G28,1C,9388,2024-05-10 18:02:00,34.625
G31,1C,9392,2024-05-10 18:02:00,43.375
E04,1C,10194,2024-05-10 18:02:10,52.063
E10,1C,10198,2024-05-10 18:02:10,52.438
E11,1C,10202,2024-05-10 18:02:10,48.313
E12,1C,10206,2024-05-10 18:02:10,50.625
E19,1C,10210,2024-05-10 18:02:10,49.688
E33,1C,10214,2024-05-10 18:02:10,45.75
G02,1C,10140,2024-05-10 18:02:10,48.438
G03,1C,10144,2024-05-10 18:02:10,50.188
G04,1C,10148,2024-05-10 18:02:10,50.438
G09,1C,10152,2024-05-10 18:02:10,46.25
G17,1C,10156,2024-05-10 18:02:10,46.688
G19,1C,10160,2024-05-10 18:02:10,44.5
G21,1C,10164,2024-05-10 18:02:10,44.875
G28,1C,10168,2024-05-10 18:02:10,34.625
G31,1C,10172,2024-05-10 18:02:10,43.313
E04,1C,10974,2024-05-10 18:02:20,52.125
E10,1C,10978,2024-05-10 18:02:20,52.563
E11,1C,10982,2024-05-10 18:02:20,48.625
E12,1C,10986,2024-05-10 18:02:20,50.688
E19,1C,10990,2024-05-10 18:02:20,49.875
E33,1C,10994,2024-05-10 18:02:20,46.063
G02,1C,10920,2024-05-10 18:02:20,48.625
G03,1C,10924,2024-05-10 18:02:20,50.375
G04,1C,10928,2024-05-10 18:02:20,50.625
G09,1C,10932,2024-05-10 18:02:20,46.625
G17,1C,10936,2024-05-10 18:02:20,47.0
G19,1C,10940,2024-05-10 18:02:20,44.688
G21,1C,10944,2024-05-10 18:02:20,45.375
G28,1C,10948,2024-05-10 18:02:20,34.813
G31,1C,10952,2024-05-10 18:02:20,43.688
E04,1C,11754,2024-05-10 18:02:30,52.125
E10,1C,11758,2024-05-10 18:02:30,52.563
E11,1C,11762,2024-05-10 18:02:30,48.688
E12,1C,11766,2024-05-10 18:02:30,50.688
E19,1C,11770,2024-05-10 18:02:30,49.875
E33,1C,11774,2024-05-10 18:02:30,46.125
G02,1C,11700,2024-05-10 18:02:30,48.625
G03,1C,11704,2024-05-10 18:02:30,50.375
G04,1C,11708,2024-05-10 18:02:30,50.625
G09,1C,11712,2024-05-10 18:02:30,46.625
G17,1C,11716,2024-05-10 18:02:30,46.875
G19,1C,11720,2024-05-10 18:02:30,44.688
G21,1C,11724,2024-05-10 18:02:30,45.188
G28,1C,11728,2024-05-10 18:02:30,34.313
G31,1C,11732,2024-05-10 18:02:30,43.625
E04,1C,12534,2024-05-10 18:02:40,52.063
E10,1C,12538,2024-05-10 18:02:40,52.438
E11,1C,12542,2024-05-10 18:02:40,48.563
E12,1C,12546,2024-05-10 18:02:40,50.625
E19,1C,12550,2024-05-10 18:02:40,49.813
E33,1C,12554,2024-05-10 18:02:40,46.0
G02,1C,12480,2024-05-10 18:02:40,48.438
G03,1C,12484,2024-05-10 18:02:40,50.188
G04,1C,12488,2024-05-10 18:02:40,50.5
G09,1C,12492,2024-05-10 18:02:40,46.375
G17,1C,12496,2024-05-10 18:02:40,46.75
G19,1C,12500,2024-05-10 18:02:40,44.563
G21,1C,12504,2024-05-10 18:02:40,45.063
G28,1C,12508,2024-05-10 18:02:40,34.125
G31,1C,12512,2024-05-10 18:02:40,43.313
E04,1C,13314,2024-05-10 18:02:50,52.0
E10,1C,13318,2024-05-10 18:02:50,52.375
E11,1C,13322,2024-05-10 18:02:50,48.438
E12,1C,13326,2024-05-10 18:02:50,50.625
E19,1C,13330,2024-05-10 18:02:50,49.688
E33,1C,13334,2024-05-10 18:02:50,46.063
G02,1C,13260,2024-05-10 18:02:50,48.375
G03,1C,13264,2024-05-10 18:02:50,50.25
G04,1C,13268,2024-05-10 18:02:50,50.5
G09,1C,13272,2024-05-10 18:02:50,46.375
G17,1C,13276,2024-05-10 18:02:50,46.875
G19,1C,13280,2024-05-10 18:02:50,44.625
G21,1C,13284,2024-05-10 18:02:50,44.875
G28,1C,13288,2024-05-10 18:02:50,34.25
G31,1C,13292,2024-05-10 18:02:50,43.313
E04,1C,14097,2024-05-10 18:03:00,52.063
E10,1C,14101,2024-05-10 18:03:00,52.563
E11,1C,14105,2024-05-10 18:03:00,48.688
E12,1C,14109,2024-05-10 18:03:00,50.625
E19,1C,14113,2024-05-10 18:03:00,49.813
E33,1C,14117,2024-05-10 18:03:00,46.0
G02,1C,14040,2024-05-10 18:03:00,48.563
G03,1C,14044,2024-05-10 18:03:00,50.25
G04,1C,14048,2024-05-10 18:03:00,50.563
G09,1C,14052,2024-05-10 18:03:00,46.625
G17,1C,14056,2024-05-10 18:03:00,46.813
G19,1C,14060,2024-05-10 18:03:00,44.688
G21,1C,14064,2024-05-10 18:03:00,45.063
G28,1C,14068,2024-05-10 18:03:00,33.938
G31,1C,14072,2024-05-10 18:03:00,43.375
E04,1C,14907,2024-05-10 18:03:10,52.0
E10,1C,14911,2024-05-10 18:03:10,52.438
E11,1C,14915,2024-05-10 18:03:10,48.625
E12,1C,14919,2024-05-10 18:03:10,50.625
E19,1C,14923,2024-05-10 18:03:10,49.625
E33,1C,14927,2024-05-10 18:03:10,45.875
G02,1C,14850,2024-05-10 18:03:10,48.375
G03,1C,14854,2024-05-10 18:03:10,50.125
G04,1C,14858,2024-05-10 18:03:10,50.438
G09,1C,14862,2024-05-10 18:03:10,46.313
G17,1C,14866,2024-05-10 18:03:10,46.75
G19,1C,14870,2024-05-10 18:03:10,44.625
G21,1C,14874,2024-05-10 18:03:10,44.938
G28,1C,14878,2024-05-10 18:03:10,33.688
G31,1C,14882,2024-05-10 18:03:10,43.25
E04,1C,15717,2024-05-10 18:03:20,52.0
E10,1C,15721,2024-05-10 18:03:20,52.438
E11,1C,15725,2024-05-10 18:03:20,48.438
E12,1C,15729,2024-05-10 18:03:20,50.625
E19,1C,15733,2024-05-10 18:03:20,49.625
E33,1C,15737,2024-05-10 18:03:20,45.875
G02,1C,15660,2024-05-10 18:03:20,48.313
G03,1C,15664,2024-05-10 18:03:20,50.125
G04,1C,15668,2024-05-10 18:03:20,50.375
G09,1C,15672,2024-05-10 18:03:20,46.438
G17,1C,15676,2024-05-10 18:03:20,46.625
G19,1C,15680,2024-05-10 18:03:20,44.563
G21,1C,15684,2024-05-10 18:03:20,44.875
G28,1C,15688,2024-05-10 18:03:20,33.625
G31,1C,15692,2024-05-10 18:03:20,43.25
E04,1C,16527,2024-05-10 18:03:30,52.125
E10,1C,16531,2024-05-10 18:03:30,52.563
E11,1C,16535,2024-05-10 18:03:30,48.625
E12,1C,16539,2024-05-10 18:03:30,50.688
E19,1C,16543,2024-05-10 18:03:30,49.875
E33,1C,16547,2024-05-10 18:03:30,46.125
G02,1C,16470,2024-05-10 18:03:30,48.563
G03,1C,16474,2024-05-10 18:03:30,50.313
G04,1C,16478,2024-05-10 18:03:30,50.625
G09,1C,16482,2024-05-10 18:03:30,46.563
G17,1C,16486,2024-05-10 18:03:30,46.938
G19,1C,16490,2024-05-10 18:03:30,44.813
G21,1C,16494,2024-05-10 18:03:30,44.875
G28,1C,16498,2024-05-10 18:03:30,33.938
G31,1C,16502,2024-05-10 18:03:30,43.375
E04,1C,17321,2024-05-10 18:03:40,52.125
E10,1C,17325,2024-05-10 18:03:40,52.563
E11,1C,17329,2024-05-10 18:03:40,48.75
E12,1C,17333,2024-05-10 18:03:40,50.688
E19,1C,17337,2024-05-10 18:03:40,49.813
E33,1C,17341,2024-05-10 18:03:40,46.125
G02,1C,17268,2024-05-10 18:03:40,48.438
G03,1C,17272,2024-05-10 18:03:40,50.313
G04,1C,17276,2024-05-10 18:03:40,50.563
G09,1C,17280,2024-05-10 18:03:40,46.625
G17,1C,17284,2024-05-10 18:03:40,46.875
G19,1C,17288,2024-05-10 18:03:40,44.813
G21,1C,17292,2024-05-10 18:03:40,44.938
G31,1C,17296,2024-05-10 18:03:40,43.375
E04,1C,18091,2024-05-10 18:03:50,52.125
E10,1C,18095,2024-05-10 18:03:50,52.563
E11,1C,18099,2024-05-10 18:03:50,48.813
E12,1C,18103,2024-05-10 18:03:50,50.688
E19,1C,18107,2024-05-10 18:03:50,49.875
E33,1C,18111,2024-05-10 18:03:50,46.188
G02,1C,18038,2024-05-10 18:03:50,48.563
G03,1C,18042,2024-05-10 18:03:50,50.25
G04,1C,18046,2024-05-10 18:03:50,50.625
G09,1C,18050,2024-05-10 18:03:50,46.75
G17,1C,18054,2024-05-10 18:03:50,46.938
G19,1C,18058,2024-05-10 18:03:50,44.875
G21,1C,18062,2024-05-10 18:03:50,44.875
G31,1C,18066,2024-05-10 18:03:50,43.375
E04,1C,18865,2024-05-10 18:04:00,52.125
E10,1C,18869,2024-05-10 18:04:00,52.563
E11,1C,18873,2024-05-10 18:04:00,48.75
E12,1C,18877,2024-05-10 18:04:00,50.75
E19,1C,18881,2024-05-10 18:04:00,49.875
E33,1C,18885,2024-05-10 18:04:00,46.188
G02,1C,18808,2024-05-10 18:04:00,48.563
G03,1C,18812,2024-05-10 18:04:00,50.313
G04,1C,18816,2024-05-10 18:04:00,50.625
G09,1C,18820,2024-05-10 18:04:00,46.625
G17,1C,18824,2024-05-10 18:04:00,46.875
G19,1C,18828,2024-05-10 18:04:00,44.875
G21,1C,18832,2024-05-10 18:04:00,45.0
G28,1C,18836,2024-05-10 18:04:00,33.688
G31,1C,18840,2024-05-10 18:04:00,43.25
E04,1C,19675,2024-05-10 18:04:10,52.125
E10,1C,19679,2024-05-10 18:04:10,52.625
E11,1C,19683,2024-05-10 18:04:10,48.875
E12,1C,19687,2024-05-10 18:04:10,50.875
E19,1C,19691,2024-05-10 18:04:10,49.875
E33,1C,19695,2024-05-10 18:04:10,46.25
G02,1C,19618,2024-05-10 18:04:10,48.625
G03,1C,19622,2024-05-10 18:04:10,50.375
G04,1C,19626,2024-05-10 18:04:10,50.688
G09,1C,19630,2024-05-10 18:04:10,46.875
G17,1C,19634,2024-05-10 18:04:10,47.063
G19,1C,19638,2024-05-10 18:04:10,44.938
G21,1C,19642,2024-05-10 18:04:10,45.0
G28,1C,19646,2024-05-10 18:04:10,33.188
G31,1C,19650,2024-05-10 18:04:10,43.5
E04,1C,20485,2024-05-10 18:04:20,52.125
E10,1C,20489,2024-05-10 18:04:20,52.625
E11,1C,20493,2024-05-10 18:04:20,49.0
E12,1C,20497,2024-05-10 18:04:20,50.813
E19,1C,20501,2024-05-10 18:04:20,49.938
E33,1C,20505,2024-05-10 18:04:20,46.25
G02,1C,20428,2024-05-10 18:04:20,48.625
G03,1C,20432,2024-05-10 18:04:20,50.375
G04,1C,20436,2024-05-10 18:04:20,50.688
G09,1C,20440,2024-05-10 18:04:20,46.875
G17,1C,20444,2024-05-10 18:04:20,47.063
G19,1C,20448,2024-05-10 18:04:20,45.0
G21,1C,20452,2024-05-10 18:04:20,44.938
G28,1C,20456,2024-05-10 18:04:20,33.5
G31,1C,20460,2024-05-10 18:04:20,43.5
E04,1C,21279,2024-05-10 18:04:30,52.125
E10,1C,21283,2024-05-10 18:04:30,52.625
E11,1C,21287,2024-05-10 18:04:30,48.938
E12,1C,21291,2024-05-10 18:04:30,50.75
E19,1C,21295,2024-05-10 18:04:30,49.875
E33,1C,21299,2024-05-10 18:04:30,46.188
G02,1C,21226,2024-05-10 18:04:30,48.563
G03,1C,21230,2024-05-10 18:04:30,50.375
G04,1C,21234,2024-05-10 18:04:30,50.625
G09,1C,21238,2024-05-10 18:04:30,46.875
G17,1C,21242,2024-05-10 18:04:30,46.875
G19,1C,21246,2024-05-10 18:04:30,44.875
G21,1C,21250,2024-05-10 18:04:30,45.0
G31,1C,21254,2024-05-10 18:04:30,43.438
E04,1C,22049,2024-05-10 18:04:40,52.125
E10,1C,22053,2024-05-10 18:04:40,52.625
E11,1C,22057,2024-05-10 18:04:40,49.0
E12,1C,22061,2024-05-10 18:04:40,50.813
E19,1C,22065,2024-05-10 18:04:40,49.875
E33,1C,22069,2024-05-10 18:04:40,46.313
G02,1C,21996,2024-05-10 18:04:40,48.625
G03,1C,22000,2024-05-10 18:04:40,50.375
G04,1C,22004,2024-05-10 18:04:40,50.688
G09,1C,22008,2024-05-10 18:04:40,46.875
G17,1C,22012,2024-05-10 18:04:40,47.0
G19,1C,22016,2024-05-10 18:04:40,44.938
G21,1C,22020,2024-05-10 18:04:40,45.0
G31,1C,22024,2024-05-10 18:04:40,43.563
E04,1C,22819,2024-05-10 18:04:50,52.125
E10,1C,22823,2024-05-10 18:04:50,52.625
E11,1C,22827,2024-05-10 18:04:50,49.063
E12,1C,22831,2024-05-10 18:04:50,50.813
E19,1C,22835,2024-05-10 18:04:50,49.875
E33,1C,22839,2024-05-10 18:04:50,46.375
G02,1C,22766,2024-05-10 18:04:50,48.625
G03,1C,22770,2024-05-10 18:04:50,50.313
G04,1C,22774,2024-05-10 18:04:50,50.625
G09,1C,22778,2024-05-10 18:04:50,46.875
G17,1C,22782,2024-05-10 18:04:50,47.0
G19,1C,22786,2024-05-10 18:04:50,44.875
G21,1C,22790,2024-05-10 18:04:50,45.125
G31,1C,22794,2024-05-10 18:04:50,43.375
E04,1C,23589,2024-05-10 18:05:00,52.125
E10,1C,23593,2024-05-10 18:05:00,52.5
E11,1C,23597,2024-05-10 18:05:00,48.875
E12,1C,23601,2024-05-10 18:05:00,50.625
E19,1C,23605,2024-05-10 18:05:00,49.75
E33,1C,23609,2024-05-10 18:05:00,46.0
G02,1C,23536,2024-05-10 18:05:00,48.375
G03,1C,23540,2024-05-10 18:05:00,50.188
G04,1C,23544,2024-05-10 18:05:00,50.625
G09,1C,23548,2024-05-10 18:05:00,46.688
G17,1C,23552,2024-05-10 18:05:00,46.813
G19,1C,23556,2024-05-10 18:05:00,44.75
G21,1C,23560,2024-05-10 18:05:00,44.25
G28,1C,24180,2024-05-10 18:05:00,32.375
G31,1C,23564,2024-05-10 18:05:00,43.188
E04,1C,24371,2024-05-10 18:05:10,52.063
E10,1C,24375,2024-05-10 18:05:10,52.438
E11,1C,24379,2024-05-10 18:05:10,48.813
E12,1C,24383,2024-05-10 18:05:10,50.625
E19,1C,24387,2024-05-10 18:05:10,49.688
E33,1C,24391,2024-05-10 18:05:10,46.063
G02,1C,24314,2024-05-10 18:05:10,48.375
G03,1C,24318,2024-05-10 18:05:10,50.125
G04,1C,24322,2024-05-10 18:05:10,50.563
G09,1C,24326,2024-05-10 18:05:10,46.625
G17,1C,24330,2024-05-10 18:05:10,46.625
G19,1C,24334,2024-05-10 18:05:10,44.625
G21,1C,24338,2024-05-10 18:05:10,44.75
G28,1C,24342,2024-05-10 18:05:10,33.125
G31,1C,24346,2024-05-10 18:05:10,42.875
E04,1C,25161,2024-05-10 18:05:20,52.063
E10,1C,25165,2024-05-10 18:05:20,52.438
E11,1C,25169,2024-05-10 18:05:20,48.875
E12,1C,25173,2024-05-10 18:05:20,50.625
E19,1C,25177,2024-05-10 18:05:20,49.688
E33,1C,25181,2024-05-10 18:05:20,46.125
G02,1C,25108,2024-05-10 18:05:20,48.375
G03,1C,25112,2024-05-10 18:05:20,50.188
G04,1C,25116,2024-05-10 18:05:20,50.625
G09,1C,25120,2024-05-10 18:05:20,46.688
G17,1C,25124,2024-05-10 18:05:20,46.625
G19,1C,25128,2024-05-10 18:05:20,44.625
G21,1C,25132,2024-05-10 18:05:20,44.875
G31,1C,25136,2024-05-10 18:05:20,42.875
E04,1C,25931,2024-05-10 18:05:30,52.063
E10,1C,25935,2024-05-10 18:05:30,52.375
E11,1C,25939,2024-05-10 18:05:30,48.75
E12,1C,25943,2024-05-10 18:05:30,50.563
E19,1C,25947,2024-05-10 18:05:30,49.625
E33,1C,25951,2024-05-10 18:05:30,46.063
G02,1C,25878,2024-05-10 18:05:30,48.25
G03,1C,25882,2024-05-10 18:05:30,50.125
G04,1C,25886,2024-05-10 18:05:30,50.563
G09,1C,25890,2024-05-10 18:05:30,46.625
G17,1C,25894,2024-05-10 18:05:30,46.563
G19,1C,25898,2024-05-10 18:05:30,44.625
G21,1C,25902,2024-05-10 18:05:30,44.813
G31,1C,25906,2024-05-10 18:05:30,42.688
E04,1C,26705,2024-05-10 18:05:40,52.0
E10,1C,26709,2024-05-10 18:05:40,52.375
E11,1C,26713,2024-05-10 18:05:40,48.625
E12,1C,26717,2024-05-10 18:05:40,50.563
E19,1C,26721,2024-05-10 18:05:40,49.5
E33,1C,26725,2024-05-10 18:05:40,45.938
G02,1C,26648,2024-05-10 18:05:40,48.313
G03,1C,26652,2024-05-10 18:05:40,50.063
G04,1C,26656,2024-05-10 18:05:40,50.5
G09,1C,26660,2024-05-10 18:05:40,46.688
G17,1C,26664,2024-05-10 18:05:40,46.563
G19,1C,26668,2024-05-10 18:05:40,44.5
G21,1C,26672,2024-05-10 18:05:40,44.625
G28,1C,26676,2024-05-10 18:05:40,32.75
G31,1C,26680,2024-05-10 18:05:40,42.688
E04,1C,27507,2024-05-10 18:05:50,52.125
E10,1C,27511,2024-05-10 18:05:50,52.438
E11,1C,27515,2024-05-10 18:05:50,48.813
E12,1C,27519,2024-05-10 18:05:50,50.625
E19,1C,27523,2024-05-10 18:05:50,49.688
E33,1C,27527,2024-05-10 18:05:50,45.938
G02,1C,27454,2024-05-10 18:05:50,48.313
G03,1C,27458,2024-05-10 18:05:50,50.063
G04,1C,27462,2024-05-10 18:05:50,50.563
G09,1C,27466,2024-05-10 18:05:50,46.75
G17,1C,27470,2024-05-10 18:05:50,46.625
G19,1C,27474,2024-05-10 18:05:50,44.75
G21,1C,27478,2024-05-10 18:05:50,44.813
G31,1C,27482,2024-05-10 18:05:50,43.063
E04,1C,28277,2024-05-10 18:06:00,52.125
E10,1C,28281,2024-05-10 18:06:00,52.438
E11,1C,28285,2024-05-10 18:06:00,48.875
E12,1C,28289,2024-05-10 18:06:00,50.625
E19,1C,28293,2024-05-10 18:06:00,49.688
